"Disease","Report Year","DHBName","Case Count","Case rate per 100,000"
"Yersiniosis",2024,"Bay of Plenty",72,25.6
"Hepatitis C",2024,"Bay of Plenty",0,0
"Meningococcal disease",2024,"Bay of Plenty",1,0.4
"Hepatitis A",2024,"Bay of Plenty",7,2.5
"Arboviral diseases",2024,"Bay of Plenty",8,2.8
"Diphtheria",2024,"Bay of Plenty",0,0
"Acute gastroenteritis",2024,"Bay of Plenty",57,20.3
"Malaria",2024,"Bay of Plenty",1,0.4
"Leptospirosis",2024,"Bay of Plenty",17,6
"Rickettsial disease",2024,"Bay of Plenty",0,0
"VTEC/STEC infection",2024,"Bay of Plenty",56,19.9
"Mpox",2024,"Bay of Plenty",0,0
"Giardiasis",2024,"Bay of Plenty",82,29.1
"Legionellosis",2024,"Bay of Plenty",17,6
"Poliomyelitis",2024,"Bay of Plenty",0,0
"Campylobacteriosis",2024,"Capital, Coast and Hutt Valley",424,86.8
"Measles",2024,"Capital, Coast and Hutt Valley",0,0
"Pertussis",2024,"Capital, Coast and Hutt Valley",244,50
"Yersiniosis",2024,"Capital, Coast and Hutt Valley",166,34
"Hydatid disease",2024,"Capital, Coast and Hutt Valley",0,0
"Rheumatic fever",2024,"Capital, Coast and Hutt Valley",15,3.1
"Leprosy",2024,"Capital, Coast and Hutt Valley",0,0
"Cholera",2024,"Capital, Coast and Hutt Valley",0,0
"Meningoencephalitis - primary amoebic",2024,"Capital, Coast and Hutt Valley",0,0
"Haemophilus influenzae type b",2024,"Capital, Coast and Hutt Valley",0,0
"Hepatitis C",2024,"Capital, Coast and Hutt Valley",1,0.2
"Rabies and other lyssaviruses",2024,"Capital, Coast and Hutt Valley",0,0
"Trichinosis",2024,"Capital, Coast and Hutt Valley",0,0
"Cysticercosis",2024,"Capital, Coast and Hutt Valley",0,0
"Tuberculosis disease",2024,"Capital, Coast and Hutt Valley",43,8.8
"Tetanus",2024,"Capital, Coast and Hutt Valley",0,0
"Arboviral diseases",2024,"Capital, Coast and Hutt Valley",11,2.3
"Rubella",2024,"Capital, Coast and Hutt Valley",0,0
"Salmonellosis",2024,"Capital, Coast and Hutt Valley",84,17.2
"Cryptosporidiosis",2024,"Capital, Coast and Hutt Valley",65,13.3
"Toxic shellfish poisoning",2024,"Capital, Coast and Hutt Valley",0,0
"Shigellosis",2024,"Capital, Coast and Hutt Valley",10,2
"Brucellosis",2024,"Capital, Coast and Hutt Valley",0,0
"Listeriosis",2024,"Capital, Coast and Hutt Valley",0,0
"Leptospirosis",2024,"Capital, Coast and Hutt Valley",2,0.4
"Typhoid fever",2024,"Capital, Coast and Hutt Valley",5,1
"Hepatitis B",2024,"Capital, Coast and Hutt Valley",0,0
"Meningococcal disease",2024,"Capital, Coast and Hutt Valley",3,0.6
"Acute gastroenteritis",2024,"Capital, Coast and Hutt Valley",43,8.8
"Hepatitis A",2024,"Capital, Coast and Hutt Valley",7,1.4
"Hepatitis NOS",2024,"Capital, Coast and Hutt Valley",0,0
"VTEC/STEC infection",2024,"Capital, Coast and Hutt Valley",90,18.4
"Q fever",2024,"Capital, Coast and Hutt Valley",0,0
"Paratyphoid fever",2024,"Capital, Coast and Hutt Valley",0,0
"Rickettsial disease",2024,"Capital, Coast and Hutt Valley",0,0
"Mpox",2024,"Capital, Coast and Hutt Valley",0,0
"Malaria",2024,"Capital, Coast and Hutt Valley",2,0.4
"Giardiasis",2024,"Capital, Coast and Hutt Valley",79,16.2
"Taeniasis",2024,"Capital, Coast and Hutt Valley",0,0
"Diphtheria",2024,"Capital, Coast and Hutt Valley",0,0
"Mumps",2024,"Capital, Coast and Hutt Valley",0,0
"Poliomyelitis",2024,"Capital, Coast and Hutt Valley",0,0
"Legionellosis",2024,"Capital, Coast and Hutt Valley",3,0.6
"Invasive pneumococcal disease",2024,"Capital, Coast and Hutt Valley",75,15.4
"Campylobacteriosis",2024,"Nelson Marlborough",177,105.7
"Pertussis",2024,"Nelson Marlborough",36,21.5
"Cholera",2024,"Nelson Marlborough",0,0
"Haemophilus influenzae type b",2024,"Nelson Marlborough",0,0
"Measles",2024,"Nelson Marlborough",0,0
"Hepatitis A",2024,"Nelson Marlborough",1,0.6
"Hydatid disease",2024,"Nelson Marlborough",0,0
"Trichinosis",2024,"Nelson Marlborough",0,0
"Rheumatic fever",2024,"Nelson Marlborough",0,0
"Rubella",2024,"Nelson Marlborough",0,0
"Listeriosis",2024,"Nelson Marlborough",0,0
"Salmonellosis",2024,"Nelson Marlborough",19,11.3
"Hepatitis B",2024,"Nelson Marlborough",0,0
"Mumps",2024,"Nelson Marlborough",0,0
"Brucellosis",2024,"Nelson Marlborough",0,0
"Leprosy",2024,"Nelson Marlborough",0,0
"Toxic shellfish poisoning",2024,"Nelson Marlborough",0,0
"Meningoencephalitis - primary amoebic",2024,"Nelson Marlborough",0,0
"Shigellosis",2024,"Nelson Marlborough",1,0.6
"Hepatitis NOS",2024,"Nelson Marlborough",0,0
"Rabies and other lyssaviruses",2024,"Nelson Marlborough",0,0
"Tetanus",2024,"Nelson Marlborough",0,0
"Cysticercosis",2024,"Nelson Marlborough",0,0
"Arboviral diseases",2024,"Nelson Marlborough",4,2.4
"Paratyphoid fever",2024,"Nelson Marlborough",0,0
"Cryptosporidiosis",2024,"Nelson Marlborough",18,10.7
"Hepatitis C",2024,"Nelson Marlborough",1,0.6
"Giardiasis",2024,"Nelson Marlborough",15,9
"Diphtheria",2024,"Nelson Marlborough",0,0
"Taeniasis",2024,"Nelson Marlborough",0,0
"Tuberculosis disease",2024,"Nelson Marlborough",2,1.2
"Typhoid fever",2024,"Nelson Marlborough",1,0.6
"Yersiniosis",2024,"Nelson Marlborough",60,35.8
"Q fever",2024,"Nelson Marlborough",0,0
"Invasive pneumococcal disease",2024,"Nelson Marlborough",19,11.3
"VTEC/STEC infection",2024,"Nelson Marlborough",38,22.7
"Meningococcal disease",2024,"Nelson Marlborough",0,0
"Acute gastroenteritis",2024,"Nelson Marlborough",6,3.6
"Leptospirosis",2024,"Nelson Marlborough",6,3.6
"Poliomyelitis",2024,"Nelson Marlborough",0,0
"Mpox",2024,"Nelson Marlborough",0,0
"Rickettsial disease",2024,"Nelson Marlborough",0,0
"Legionellosis",2024,"Nelson Marlborough",5,3
"Malaria",2024,"Nelson Marlborough",1,0.6
"Measles",2024,"Canterbury",0,0
"Pertussis",2024,"Canterbury",241,38.4
"Rheumatic fever",2024,"Canterbury",9,1.4
"Campylobacteriosis",2024,"Canterbury",649,103.3
"Cryptosporidiosis",2024,"Canterbury",218,34.7
"Arboviral diseases",2024,"Canterbury",21,3.3
"Brucellosis",2024,"Canterbury",0,0
"Rabies and other lyssaviruses",2024,"Canterbury",0,0
"Cholera",2024,"Canterbury",0,0
"Hepatitis B",2024,"Canterbury",1,0.2
"Meningoencephalitis - primary amoebic",2024,"Canterbury",0,0
"Hepatitis NOS",2024,"Canterbury",0,0
"Leprosy",2024,"Canterbury",0,0
"Hepatitis C",2024,"Canterbury",2,0.3
"Haemophilus influenzae type b",2024,"Canterbury",0,0
"Diphtheria",2024,"Canterbury",0,0
"Malaria",2024,"Canterbury",0,0
"Toxic shellfish poisoning",2024,"Canterbury",0,0
"VTEC/STEC infection",2024,"Canterbury",159,25.3
"Yersiniosis",2024,"Canterbury",133,21.2
"Listeriosis",2024,"Canterbury",5,0.8
"Shigellosis",2024,"Canterbury",10,1.6
"Salmonellosis",2024,"Canterbury",120,19.1
"Typhoid fever",2024,"Canterbury",8,1.3
"Mumps",2024,"Canterbury",2,0.3
"Trichinosis",2024,"Canterbury",0,0
"Tuberculosis disease",2024,"Canterbury",47,7.5
"Acute gastroenteritis",2024,"Canterbury",94,15
"Hepatitis A",2024,"Canterbury",13,2.1
"Mpox",2024,"Canterbury",8,1.3
"Taeniasis",2024,"Canterbury",1,0.2
"Invasive pneumococcal disease",2024,"Canterbury",61,9.7
"Cysticercosis",2024,"Canterbury",0,0
"Rubella",2024,"Canterbury",0,0
"Paratyphoid fever",2024,"Canterbury",2,0.3
"Q fever",2024,"Canterbury",1,0.2
"Rickettsial disease",2024,"Canterbury",0,0
"Giardiasis",2024,"Canterbury",64,10.2
"Meningococcal disease",2024,"Canterbury",5,0.8
"Hydatid disease",2024,"Canterbury",0,0
"Tetanus",2024,"Canterbury",0,0
"Legionellosis",2024,"Canterbury",37,5.9
"Poliomyelitis",2024,"Canterbury",0,0
"Leptospirosis",2024,"Canterbury",0,0
"Rheumatic fever",2024,"Southern",5,1.4
"Hepatitis NOS",2024,"Southern",0,0
"Cholera",2024,"Southern",0,0
"Pertussis",2024,"Southern",188,51.5
"Meningoencephalitis - primary amoebic",2024,"Southern",0,0
"Shigellosis",2024,"Southern",4,1.1
"Campylobacteriosis",2024,"Southern",508,139
"Hepatitis A",2024,"Southern",2,0.5
"Trichinosis",2024,"Southern",0,0
"Leprosy",2024,"Southern",1,0.3
"Cryptosporidiosis",2024,"Southern",81,22.2
"Diphtheria",2024,"Southern",0,0
"Hepatitis C",2024,"Southern",3,0.8
"Malaria",2024,"Southern",3,0.8
"Measles",2024,"Southern",0,0
"Hepatitis B",2024,"Southern",2,0.5
"Arboviral diseases",2024,"Southern",7,1.9
"Listeriosis",2024,"Southern",3,0.8
"Taeniasis",2024,"Southern",0,0
"Yersiniosis",2024,"Southern",120,32.8
"Haemophilus influenzae type b",2024,"Southern",0,0
"Brucellosis",2024,"Southern",0,0
"Salmonellosis",2024,"Southern",77,21.1
"Toxic shellfish poisoning",2024,"Southern",0,0
"VTEC/STEC infection",2024,"Southern",157,43
"Tuberculosis disease",2024,"Southern",14,3.8
"Rabies and other lyssaviruses",2024,"Southern",0,0
"Hydatid disease",2024,"Southern",0,0
"Mumps",2024,"Southern",3,0.8
"Cysticercosis",2024,"Southern",0,0
"Tetanus",2024,"Southern",0,0
"Paratyphoid fever",2024,"Southern",0,0
"Meningococcal disease",2024,"Southern",2,0.5
"Rubella",2024,"Southern",0,0
"Rickettsial disease",2024,"Southern",0,0
"Legionellosis",2024,"Southern",16,4.4
"Mpox",2024,"Southern",6,1.6
"Acute gastroenteritis",2024,"Southern",29,7.9
"Q fever",2024,"Southern",1,0.3
"Leptospirosis",2024,"Southern",5,1.4
"Invasive pneumococcal disease",2024,"Southern",46,12.6
"Giardiasis",2024,"Southern",35,9.6
"Poliomyelitis",2024,"Southern",0,0
"Typhoid fever",2024,"Southern",1,0.3
"Hepatitis A",2024,"South Canterbury",0,0
"Meningoencephalitis - primary amoebic",2024,"South Canterbury",0,0
"Campylobacteriosis",2024,"South Canterbury",117,180.7
"Haemophilus influenzae type b",2024,"South Canterbury",0,0
"Toxic shellfish poisoning",2024,"South Canterbury",0,0
"Malaria",2024,"South Canterbury",0,0
"Cryptosporidiosis",2024,"South Canterbury",34,52.5
"Mumps",2024,"South Canterbury",1,1.5
"Cysticercosis",2024,"South Canterbury",0,0
"Pertussis",2024,"South Canterbury",18,27.8
"Rheumatic fever",2024,"South Canterbury",1,1.5
"Cholera",2024,"South Canterbury",0,0
"VTEC/STEC infection",2024,"South Canterbury",49,75.7
"Arboviral diseases",2024,"South Canterbury",0,0
"Taeniasis",2024,"South Canterbury",1,1.5
"Shigellosis",2024,"South Canterbury",4,6.2
"Measles",2024,"South Canterbury",0,0
"Listeriosis",2024,"South Canterbury",1,1.5
"Salmonellosis",2024,"South Canterbury",18,27.8
"Leprosy",2024,"South Canterbury",0,0
"Hepatitis NOS",2024,"South Canterbury",0,0
"Rubella",2024,"South Canterbury",0,0
"Tuberculosis disease",2024,"South Canterbury",2,3.1
"Legionellosis",2024,"South Canterbury",3,4.6
"Trichinosis",2024,"South Canterbury",0,0
"Acute gastroenteritis",2024,"South Canterbury",2,3.1
"Q fever",2024,"South Canterbury",0,0
"Rabies and other lyssaviruses",2024,"South Canterbury",0,0
"Hepatitis C",2024,"South Canterbury",0,0
"Hepatitis B",2024,"South Canterbury",0,0
"Giardiasis",2024,"South Canterbury",6,9.3
"Brucellosis",2024,"South Canterbury",0,0
"Paratyphoid fever",2024,"South Canterbury",0,0
"Yersiniosis",2024,"South Canterbury",19,29.3
"Typhoid fever",2024,"South Canterbury",0,0
"Diphtheria",2024,"South Canterbury",1,1.5
"Rickettsial disease",2024,"South Canterbury",0,0
"Hydatid disease",2024,"South Canterbury",0,0
"Meningococcal disease",2024,"South Canterbury",0,0
"Poliomyelitis",2024,"South Canterbury",0,0
"Leptospirosis",2024,"South Canterbury",1,1.5
"Invasive pneumococcal disease",2024,"South Canterbury",5,7.7
"Mpox",2024,"South Canterbury",0,0
"Tetanus",2024,"South Canterbury",0,0
"Acute gastroenteritis",2024,"Northland",27,13.2
"Arboviral diseases",2024,"Northland",0,0
"Measles",2024,"Northland",0,0
"Rheumatic fever",2024,"Northland",7,3.4
"Toxic shellfish poisoning",2024,"Northland",1,0.5
"Haemophilus influenzae type b",2024,"Northland",0,0
"Meningoencephalitis - primary amoebic",2024,"Northland",0,0
"Campylobacteriosis",2024,"Northland",270,131.9
"Cholera",2024,"Northland",0,0
"Mumps",2024,"Northland",0,0
"Pertussis",2024,"Northland",95,46.4
"Hepatitis A",2024,"Northland",2,1
"Meningococcal disease",2024,"Northland",3,1.5
"Cysticercosis",2024,"Northland",0,0
"Tuberculosis disease",2024,"Northland",4,2
"Malaria",2024,"Northland",0,0
"Yersiniosis",2024,"Northland",40,19.5
"Hepatitis NOS",2024,"Northland",0,0
"Rabies and other lyssaviruses",2024,"Northland",0,0
"Rubella",2024,"Northland",0,0
"Taeniasis",2024,"Northland",0,0
"Hepatitis B",2024,"Northland",0,0
"VTEC/STEC infection",2024,"Northland",75,36.6
"Hydatid disease",2024,"Northland",0,0
"Brucellosis",2024,"Northland",0,0
"Hepatitis C",2024,"Northland",0,0
"Cryptosporidiosis",2024,"Northland",56,27.4
"Invasive pneumococcal disease",2024,"Northland",49,23.9
"Giardiasis",2024,"Northland",27,13.2
"Rickettsial disease",2024,"Northland",0,0
"Salmonellosis",2024,"Northland",37,18.1
"Diphtheria",2024,"Northland",0,0
"Q fever",2024,"Northland",0,0
"Paratyphoid fever",2024,"Northland",0,0
"Leprosy",2024,"Northland",0,0
"Leptospirosis",2024,"Northland",8,3.9
"Poliomyelitis",2024,"Northland",0,0
"Tetanus",2024,"Northland",1,0.5
"Legionellosis",2024,"Northland",5,2.4
"Typhoid fever",2024,"Northland",0,0
"Shigellosis",2024,"Northland",4,2
"Mpox",2024,"Northland",0,0
"Listeriosis",2024,"Northland",1,0.5
"Trichinosis",2024,"Northland",0,0
"Acute gastroenteritis",2024,"Counties Manukau",6,0.9
"Hepatitis B",2024,"Counties Manukau",2,0.3
"Mumps",2024,"Counties Manukau",3,0.5
"Rubella",2024,"Counties Manukau",0,0
"Cryptosporidiosis",2024,"Counties Manukau",130,20.3
"Rickettsial disease",2024,"Counties Manukau",0,0
"Brucellosis",2024,"Counties Manukau",0,0
"Arboviral diseases",2024,"Counties Manukau",7,1.1
"Toxic shellfish poisoning",2024,"Counties Manukau",0,0
"Rheumatic fever",2024,"Counties Manukau",85,13.3
"Cholera",2024,"Counties Manukau",1,0.2
"Tuberculosis disease",2024,"Counties Manukau",69,10.8
"Diphtheria",2024,"Counties Manukau",1,0.2
"Campylobacteriosis",2024,"Counties Manukau",552,86.4
"Meningococcal disease",2024,"Counties Manukau",7,1.1
"Meningoencephalitis - primary amoebic",2024,"Counties Manukau",0,0
"Malaria",2024,"Counties Manukau",6,0.9
"Legionellosis",2024,"Counties Manukau",34,5.3
"Shigellosis",2024,"Counties Manukau",41,6.4
"VTEC/STEC infection",2024,"Counties Manukau",62,9.7
"Hydatid disease",2024,"Counties Manukau",1,0.2
"Taeniasis",2024,"Counties Manukau",0,0
"Leprosy",2024,"Counties Manukau",0,0
"Cysticercosis",2024,"Counties Manukau",0,0
"Hepatitis A",2024,"Counties Manukau",10,1.6
"Pertussis",2024,"Counties Manukau",106,16.6
"Hepatitis C",2024,"Counties Manukau",2,0.3
"Typhoid fever",2024,"Counties Manukau",16,2.5
"Mpox",2024,"Counties Manukau",2,0.3
"Giardiasis",2024,"Counties Manukau",87,13.6
"Trichinosis",2024,"Counties Manukau",0,0
"Yersiniosis",2024,"Counties Manukau",94,14.7
"Hepatitis NOS",2024,"Counties Manukau",2,0.3
"Haemophilus influenzae type b",2024,"Counties Manukau",0,0
"Tetanus",2024,"Counties Manukau",0,0
"Invasive pneumococcal disease",2024,"Counties Manukau",109,17.1
"Poliomyelitis",2024,"Counties Manukau",0,0
"Paratyphoid fever",2024,"Counties Manukau",6,0.9
"Rabies and other lyssaviruses",2024,"Counties Manukau",0,0
"Measles",2024,"Counties Manukau",0,0
"Listeriosis",2024,"Counties Manukau",5,0.8
"Q fever",2024,"Counties Manukau",0,0
"Leptospirosis",2024,"Counties Manukau",3,0.5
"Salmonellosis",2024,"Counties Manukau",74,11.6
"Rickettsial disease",2024,"Waikato",0,0
"Brucellosis",2024,"Waikato",0,0
"Meningoencephalitis - primary amoebic",2024,"Waikato",0,0
"Acute gastroenteritis",2024,"Waikato",104,22.1
"Hepatitis A",2024,"Waikato",9,1.9
"Diphtheria",2024,"Waikato",0,0
"Legionellosis",2024,"Waikato",13,2.8
"Arboviral diseases",2024,"Waikato",13,2.8
"Cryptosporidiosis",2024,"Waikato",92,19.5
"Meningococcal disease",2024,"Waikato",4,0.8
"Campylobacteriosis",2024,"Waikato",592,125.6
"Toxic shellfish poisoning",2024,"Waikato",0,0
"Giardiasis",2024,"Waikato",111,23.6
"Shigellosis",2024,"Waikato",5,1.1
"VTEC/STEC infection",2024,"Waikato",112,23.8
"Hepatitis C",2024,"Waikato",1,0.2
"Cholera",2024,"Waikato",0,0
"Rubella",2024,"Waikato",0,0
"Taeniasis",2024,"Waikato",0,0
"Hepatitis B",2024,"Waikato",0,0
"Hepatitis NOS",2024,"Waikato",1,0.2
"Mumps",2024,"Waikato",0,0
"Trichinosis",2024,"Waikato",0,0
"Pertussis",2024,"Waikato",76,16.1
"Yersiniosis",2024,"Waikato",66,14
"Mpox",2024,"Waikato",1,0.2
"Tuberculosis disease",2024,"Waikato",33,7
"Typhoid fever",2024,"Waikato",11,2.3
"Poliomyelitis",2024,"Waikato",0,0
"Rheumatic fever",2024,"Waikato",11,2.3
"Haemophilus influenzae type b",2024,"Waikato",0,0
"Salmonellosis",2024,"Waikato",71,15.1
"Rabies and other lyssaviruses",2024,"Waikato",0,0
"Leprosy",2024,"Waikato",0,0
"Malaria",2024,"Waikato",1,0.2
"Hydatid disease",2024,"Waikato",0,0
"Invasive pneumococcal disease",2024,"Waikato",49,10.4
"Listeriosis",2024,"Waikato",1,0.2
"Paratyphoid fever",2024,"Waikato",0,0
"Measles",2024,"Waikato",0,0
"Cysticercosis",2024,"Waikato",0,0
"Tetanus",2024,"Waikato",0,0
"Leptospirosis",2024,"Waikato",35,7.4
"Q fever",2024,"Waikato",0,0
"Acute gastroenteritis",2024,"Lakes",27,22.4
"Hydatid disease",2024,"Lakes",0,0
"Toxic shellfish poisoning",2024,"Lakes",0,0
"Meningoencephalitis - primary amoebic",2024,"Lakes",0,0
"Tuberculosis disease",2024,"Lakes",1,0.8
"Brucellosis",2024,"Lakes",0,0
"Campylobacteriosis",2024,"Lakes",126,104.6
"Rickettsial disease",2024,"Lakes",0,0
"Hepatitis A",2024,"Lakes",0,0
"Meningococcal disease",2024,"Lakes",3,2.5
"Giardiasis",2024,"Lakes",36,29.9
"Pertussis",2024,"Lakes",26,21.6
"Cryptosporidiosis",2024,"Lakes",22,18.3
"Mumps",2024,"Lakes",1,0.8
"Typhoid fever",2024,"Lakes",0,0
"Hepatitis C",2024,"Lakes",0,0
"Legionellosis",2024,"Lakes",4,3.3
"Cholera",2024,"Lakes",0,0
"Haemophilus influenzae type b",2024,"Lakes",0,0
"Arboviral diseases",2024,"Lakes",3,2.5
"Yersiniosis",2024,"Lakes",17,14.1
"Hepatitis NOS",2024,"Lakes",0,0
"Diphtheria",2024,"Lakes",0,0
"Invasive pneumococcal disease",2024,"Lakes",25,20.8
"VTEC/STEC infection",2024,"Lakes",22,18.3
"Shigellosis",2024,"Lakes",0,0
"Rheumatic fever",2024,"Lakes",5,4.2
"Measles",2024,"Lakes",0,0
"Taeniasis",2024,"Lakes",0,0
"Q fever",2024,"Lakes",0,0
"Paratyphoid fever",2024,"Lakes",0,0
"Rubella",2024,"Lakes",0,0
"Hepatitis B",2024,"Lakes",1,0.8
"Poliomyelitis",2024,"Lakes",0,0
"Listeriosis",2024,"Lakes",1,0.8
"Cysticercosis",2024,"Lakes",0,0
"Tetanus",2024,"Lakes",0,0
"Salmonellosis",2024,"Lakes",15,12.5
"Mpox",2024,"Lakes",0,0
"Malaria",2024,"Lakes",0,0
"Rabies and other lyssaviruses",2024,"Lakes",0,0
"Leptospirosis",2024,"Lakes",4,3.3
"Trichinosis",2024,"Lakes",0,0
"Leprosy",2024,"Lakes",0,0
"Diphtheria",2024,"Tairawhiti",0,0
"Brucellosis",2024,"Tairawhiti",0,0
"Cryptosporidiosis",2024,"Tairawhiti",8,15
"Giardiasis",2024,"Tairawhiti",11,20.6
"Tuberculosis disease",2024,"Tairawhiti",3,5.6
"Hepatitis A",2024,"Tairawhiti",0,0
"Campylobacteriosis",2024,"Tairawhiti",61,114.4
"Cysticercosis",2024,"Tairawhiti",0,0
"Hepatitis C",2024,"Tairawhiti",0,0
"Hydatid disease",2024,"Tairawhiti",0,0
"Meningoencephalitis - primary amoebic",2024,"Tairawhiti",0,0
"Typhoid fever",2024,"Tairawhiti",0,0
"Hepatitis B",2024,"Tairawhiti",1,1.9
"Meningococcal disease",2024,"Tairawhiti",0,0
"Acute gastroenteritis",2024,"Tairawhiti",0,0
"Rickettsial disease",2024,"Tairawhiti",0,0
"Invasive pneumococcal disease",2024,"Tairawhiti",8,15
"Rheumatic fever",2024,"Tairawhiti",5,9.4
"Measles",2024,"Tairawhiti",0,0
"Leprosy",2024,"Tairawhiti",0,0
"Rubella",2024,"Tairawhiti",0,0
"VTEC/STEC infection",2024,"Tairawhiti",9,16.9
"Poliomyelitis",2024,"Tairawhiti",0,0
"Toxic shellfish poisoning",2024,"Tairawhiti",0,0
"Arboviral diseases",2024,"Tairawhiti",1,1.9
"Listeriosis",2024,"Tairawhiti",0,0
"Q fever",2024,"Tairawhiti",0,0
"Pertussis",2024,"Tairawhiti",13,24.4
"Tetanus",2024,"Tairawhiti",0,0
"Yersiniosis",2024,"Tairawhiti",23,43.1
"Hepatitis NOS",2024,"Tairawhiti",0,0
"Leptospirosis",2024,"Tairawhiti",3,5.6
"Taeniasis",2024,"Tairawhiti",0,0
"Legionellosis",2024,"Tairawhiti",0,0
"Malaria",2024,"Tairawhiti",2,3.8
"Rabies and other lyssaviruses",2024,"Tairawhiti",0,0
"Haemophilus influenzae type b",2024,"Tairawhiti",0,0
"Mumps",2024,"Tairawhiti",0,0
"Mpox",2024,"Tairawhiti",0,0
"Shigellosis",2024,"Tairawhiti",0,0
"Cholera",2024,"Tairawhiti",0,0
"Trichinosis",2024,"Tairawhiti",0,0
"Paratyphoid fever",2024,"Tairawhiti",0,0
"Salmonellosis",2024,"Tairawhiti",2,3.8
"Acute gastroenteritis",2024,"Taranaki",1,0.8
"Hydatid disease",2024,"Taranaki",0,0
"Giardiasis",2024,"Taranaki",40,30.5
"Rickettsial disease",2024,"Taranaki",0,0
"Pertussis",2024,"Taranaki",61,46.6
"Rubella",2024,"Taranaki",0,0
"Diphtheria",2024,"Taranaki",0,0
"Yersiniosis",2024,"Taranaki",42,32.1
"Brucellosis",2024,"Taranaki",0,0
"Campylobacteriosis",2024,"Taranaki",228,174.1
"Tuberculosis disease",2024,"Taranaki",6,4.6
"Hepatitis C",2024,"Taranaki",0,0
"Arboviral diseases",2024,"Taranaki",3,2.3
"Leprosy",2024,"Taranaki",0,0
"Poliomyelitis",2024,"Taranaki",0,0
"Cholera",2024,"Taranaki",0,0
"Mpox",2024,"Taranaki",0,0
"Legionellosis",2024,"Taranaki",4,3.1
"Toxic shellfish poisoning",2024,"Taranaki",0,0
"Tetanus",2024,"Taranaki",0,0
"Typhoid fever",2024,"Taranaki",1,0.8
"Meningoencephalitis - primary amoebic",2024,"Taranaki",0,0
"VTEC/STEC infection",2024,"Taranaki",56,42.8
"Hepatitis A",2024,"Taranaki",0,0
"Cryptosporidiosis",2024,"Taranaki",40,30.5
"Measles",2024,"Taranaki",0,0
"Paratyphoid fever",2024,"Taranaki",0,0
"Cysticercosis",2024,"Taranaki",0,0
"Rheumatic fever",2024,"Taranaki",2,1.5
"Leptospirosis",2024,"Taranaki",2,1.5
"Mumps",2024,"Taranaki",0,0
"Hepatitis NOS",2024,"Taranaki",0,0
"Invasive pneumococcal disease",2024,"Taranaki",22,16.8
"Listeriosis",2024,"Taranaki",1,0.8
"Q fever",2024,"Taranaki",0,0
"Hepatitis B",2024,"Taranaki",0,0
"Meningococcal disease",2024,"Taranaki",3,2.3
"Rabies and other lyssaviruses",2024,"Taranaki",0,0
"Trichinosis",2024,"Taranaki",0,0
"Salmonellosis",2024,"Taranaki",23,17.6
"Shigellosis",2024,"Taranaki",3,2.3
"Malaria",2024,"Taranaki",0,0
"Haemophilus influenzae type b",2024,"Taranaki",0,0
"Taeniasis",2024,"Taranaki",0,0
"Rubella",2024,"Hawke's Bay",0,0
"Rickettsial disease",2024,"Hawke's Bay",0,0
"Acute gastroenteritis",2024,"Hawke's Bay",4,2.2
"Toxic shellfish poisoning",2024,"Hawke's Bay",0,0
"VTEC/STEC infection",2024,"Hawke's Bay",53,28.6
"Campylobacteriosis",2024,"Hawke's Bay",192,103.6
"Diphtheria",2024,"Hawke's Bay",0,0
"Tuberculosis disease",2024,"Hawke's Bay",9,4.9
"Mpox",2024,"Hawke's Bay",0,0
"Brucellosis",2024,"Hawke's Bay",0,0
"Cysticercosis",2024,"Hawke's Bay",0,0
"Hydatid disease",2024,"Hawke's Bay",0,0
"Hepatitis C",2024,"Hawke's Bay",0,0
"Cholera",2024,"Hawke's Bay",0,0
"Pertussis",2024,"Hawke's Bay",139,75
"Leprosy",2024,"Hawke's Bay",0,0
"Yersiniosis",2024,"Hawke's Bay",20,10.8
"Giardiasis",2024,"Hawke's Bay",30,16.2
"Legionellosis",2024,"Hawke's Bay",3,1.6
"Arboviral diseases",2024,"Hawke's Bay",3,1.6
"Poliomyelitis",2024,"Hawke's Bay",0,0
"Meningoencephalitis - primary amoebic",2024,"Hawke's Bay",0,0
