"Disease","Report Year","Age Group (year)","Case Count","Case rate per 100,000"
"Arboviral diseases",2021,"75–79",0,0
"Meningoencephalitis - primary amoebic",2021,"75–79",0,0
"Pertussis",2021,"75–79",0,0
"Hepatitis A",2021,"75–79",0,0
"Salmonellosis",2021,"75–79",22,14.6
"Cryptosporidiosis",2021,"75–79",6,4
"Typhoid fever",2021,"75–79",0,0
"Rheumatic fever",2021,"75–79",0,0
"Brucellosis",2021,"75–79",0,0
"Yersiniosis",2021,"75–79",36,23.8
"Campylobacteriosis",2021,"75–79",253,167.6
"Cholera",2021,"75–79",0,0
"Cysticercosis",2021,"75–79",0,0
"Meningoencephalitis - primary amoebic",2021,"80–84",0,0
"Mpox",2021,"80–84",0,0
"Hepatitis NOS",2021,"80–84",0,0
"Campylobacteriosis",2021,"80–84",172,166
"Invasive pneumococcal disease",2021,"80–84",30,29
"Tetanus",2021,"80–84",0,0
"Hepatitis C",2021,"80–84",0,0
"Tuberculosis disease",2021,"80–84",9,8.7
"Malaria",2021,"80–84",0,0
"Acute gastroenteritis",2021,"80–84",7,6.8
"Hepatitis B",2021,"80–84",0,0
"Trichinosis",2021,"80–84",0,0
"Hydatid disease",2021,"80–84",0,0
"Poliomyelitis",2021,"80–84",0,0
"Leprosy",2021,"80–84",0,0
"Rabies and other lyssaviruses",2021,"80–84",0,0
"Arboviral diseases",2021,"80–84",0,0
"Haemophilus influenzae type b",2021,"80–84",0,0
"Paratyphoid fever",2021,"80–84",0,0
"Giardiasis",2021,"80–84",4,3.9
"Typhoid fever",2021,"80–84",0,0
"Hepatitis A",2021,"80–84",0,0
"Salmonellosis",2021,"80–84",20,19.3
"Mumps",2021,"80–84",0,0
"Shigellosis",2021,"80–84",1,1
"Taeniasis",2021,"80–84",0,0
"Rheumatic fever",2021,"80–84",0,0
"Measles",2021,"80–84",0,0
"Cysticercosis",2021,"80–84",0,0
"Yersiniosis",2021,"80–84",29,28
"Pertussis",2021,"80–84",0,0
"Q fever",2021,"80–84",0,0
"Legionellosis",2021,"80–84",10,9.7
"Cryptosporidiosis",2021,"80–84",1,1
"Listeriosis",2021,"80–84",4,3.9
"VTEC/STEC infection",2021,"80–84",28,27
"Rickettsial disease",2021,"80–84",0,0
"Meningococcal disease",2021,"80–84",1,1
"Diphtheria",2021,"80–84",0,0
"Toxic shellfish poisoning",2021,"80–84",0,0
"Brucellosis",2021,"80–84",0,0
"Cholera",2021,"80–84",0,0
"Leptospirosis",2021,"80–84",0,0
"Rubella",2021,"80–84",0,0
"Hepatitis B",2021,"85+",0,0
"Taeniasis",2021,"85+",0,0
"Salmonellosis",2021,"85+",14,15.4
"Acute gastroenteritis",2021,"85+",3,3.3
"Cysticercosis",2021,"85+",0,0
"Haemophilus influenzae type b",2021,"85+",0,0
"Tetanus",2021,"85+",0,0
"Hepatitis NOS",2021,"85+",0,0
"VTEC/STEC infection",2021,"85+",25,27.5
"Trichinosis",2021,"85+",0,0
"Mumps",2021,"85+",0,0
"Hepatitis C",2021,"85+",0,0
"Meningoencephalitis - primary amoebic",2021,"85+",0,0
"Poliomyelitis",2021,"85+",0,0
"Yersiniosis",2021,"85+",33,36.3
"Paratyphoid fever",2021,"85+",0,0
"Tuberculosis disease",2021,"85+",5,5.5
"Arboviral diseases",2021,"85+",0,0
"Hepatitis A",2021,"85+",0,0
"Malaria",2021,"85+",0,0
"Mpox",2021,"85+",0,0
"Diphtheria",2021,"85+",0,0
"Rheumatic fever",2021,"85+",0,0
"Legionellosis",2021,"85+",10,11
"Leprosy",2021,"85+",0,0
"Invasive pneumococcal disease",2021,"85+",42,46.1
"Giardiasis",2021,"85+",3,3.3
"Cholera",2021,"85+",0,0
"Q fever",2021,"85+",0,0
"Pertussis",2021,"85+",2,2.2
"Cryptosporidiosis",2021,"85+",0,0
"Listeriosis",2021,"85+",6,6.6
"Rickettsial disease",2021,"85+",0,0
"Typhoid fever",2021,"85+",0,0
"Measles",2021,"85+",0,0
"Rabies and other lyssaviruses",2021,"85+",0,0
"Campylobacteriosis",2021,"85+",111,121.9
"Brucellosis",2021,"85+",0,0
"Shigellosis",2021,"85+",0,0
"Toxic shellfish poisoning",2021,"85+",0,0
"Hydatid disease",2021,"85+",0,0
"Leptospirosis",2021,"85+",0,0
"Rubella",2021,"85+",0,0
"Meningococcal disease",2021,"85+",0,0
"Haemophilus influenzae type b",2021,"5–9",0,0
"Paratyphoid fever",2021,"5–9",0,0
"Typhoid fever",2021,"5–9",0,0
"Measles",2021,"5–9",0,0
"Legionellosis",2021,"5–9",0,0
"Meningococcal disease",2021,"5–9",2,0.6
"Giardiasis",2021,"5–9",70,21.5
"Acute gastroenteritis",2021,"5–9",7,2.2
"Q fever",2021,"5–9",0,0
"Hydatid disease",2021,"5–9",0,0
"Poliomyelitis",2021,"5–9",0,0
"Mumps",2021,"5–9",0,0
"Pertussis",2021,"5–9",2,0.6
"Cryptosporidiosis",2021,"5–9",79,24.3
"Salmonellosis",2021,"5–9",58,17.8
"Brucellosis",2021,"5–9",0,0
"Rabies and other lyssaviruses",2021,"5–9",0,0
"Hepatitis A",2021,"5–9",1,0.3
"Hepatitis NOS",2021,"5–9",0,0
"Trichinosis",2021,"5–9",0,0
"Arboviral diseases",2021,"5–9",0,0
"Shigellosis",2021,"5–9",1,0.3
"Cysticercosis",2021,"5–9",0,0
"Taeniasis",2021,"5–9",0,0
"Hepatitis B",2021,"5–9",0,0
"Leptospirosis",2021,"5–9",0,0
"Diphtheria",2021,"5–9",0,0
"Tuberculosis disease",2021,"5–9",3,0.9
"Tetanus",2021,"5–9",0,0
"Hepatitis C",2021,"5–9",0,0
"Rubella",2021,"5–9",0,0
"Yersiniosis",2021,"5–9",62,19.1
"Rickettsial disease",2021,"5–9",0,0
"Rheumatic fever",2021,"5–9",23,7.1
"Meningoencephalitis - primary amoebic",2021,"5–9",0,0
"Mpox",2021,"5–9",0,0
"Listeriosis",2021,"5–9",0,0
"Leprosy",2021,"5–9",0,0
"Invasive pneumococcal disease",2021,"5–9",12,3.7
"Toxic shellfish poisoning",2021,"5–9",0,0
"VTEC/STEC infection",2021,"5–9",58,17.8
"Campylobacteriosis",2021,"5–9",231,71
"Malaria",2021,"5–9",0,0
"Cholera",2021,"5–9",0,0
"Q fever",2021,"10–14",0,0
"Shigellosis",2021,"10–14",0,0
"Haemophilus influenzae type b",2021,"10–14",0,0
"Pertussis",2021,"10–14",2,0.6
"Paratyphoid fever",2021,"10–14",0,0
"Legionellosis",2021,"10–14",0,0
"Measles",2021,"10–14",0,0
"Mumps",2021,"10–14",0,0
"Leptospirosis",2021,"10–14",1,0.3
"Brucellosis",2021,"10–14",0,0
"Meningoencephalitis - primary amoebic",2021,"10–14",0,0
"Cryptosporidiosis",2021,"10–14",52,15.4
"Acute gastroenteritis",2021,"10–14",6,1.8
"Hepatitis A",2021,"10–14",0,0
"Salmonellosis",2021,"10–14",14,4.1
"Rickettsial disease",2021,"10–14",0,0
"Rheumatic fever",2021,"10–14",36,10.7
"Rubella",2021,"10–14",0,0
"Hydatid disease",2021,"10–14",0,0
"Poliomyelitis",2021,"10–14",0,0
"Leprosy",2021,"10–14",0,0
"Hepatitis B",2021,"10–14",0,0
"Meningococcal disease",2021,"10–14",2,0.6
"Cysticercosis",2021,"10–14",0,0
"Tuberculosis disease",2021,"10–14",2,0.6
"Invasive pneumococcal disease",2021,"10–14",7,2.1
"Typhoid fever",2021,"10–14",0,0
"Rabies and other lyssaviruses",2021,"10–14",0,0
"Taeniasis",2021,"10–14",0,0
"Trichinosis",2021,"10–14",0,0
"Hepatitis NOS",2021,"10–14",0,0
"Yersiniosis",2021,"10–14",44,13
"Diphtheria",2021,"10–14",0,0
"Arboviral diseases",2021,"10–14",0,0
"Tetanus",2021,"10–14",0,0
"Toxic shellfish poisoning",2021,"10–14",0,0
"VTEC/STEC infection",2021,"10–14",43,12.7
"Listeriosis",2021,"10–14",0,0
"Campylobacteriosis",2021,"10–14",192,56.9
"Mpox",2021,"10–14",0,0
"Hepatitis C",2021,"10–14",0,0
"Cholera",2021,"10–14",0,0
"Malaria",2021,"10–14",0,0
"Giardiasis",2021,"10–14",14,4.1
"Pertussis",2021,"15–19",0,0
"Q fever",2021,"15–19",0,0
"Listeriosis",2021,"15–19",0,0
"Mumps",2021,"15–19",0,0
"Leptospirosis",2021,"15–19",1,0.3
"Measles",2021,"15–19",0,0
"Cysticercosis",2021,"15–19",0,0
"Trichinosis",2021,"15–19",0,0
"Tetanus",2021,"15–19",0,0
"Rubella",2021,"15–19",0,0
"Salmonellosis",2021,"15–19",24,7.6
"Meningoencephalitis - primary amoebic",2021,"15–19",0,0
"Tuberculosis disease",2021,"15–19",15,4.8
"Toxic shellfish poisoning",2021,"15–19",0,0
"Yersiniosis",2021,"15–19",44,14
"Rickettsial disease",2021,"15–19",0,0
"Shigellosis",2021,"15–19",1,0.3
"Legionellosis",2021,"15–19",0,0
"Hepatitis B",2021,"15–19",0,0
"Paratyphoid fever",2021,"15–19",0,0
"Rabies and other lyssaviruses",2021,"15–19",0,0
"Campylobacteriosis",2021,"15–19",305,97.1
"Hepatitis A",2021,"15–19",1,0.3
"Hepatitis C",2021,"15–19",2,0.6
"Poliomyelitis",2021,"15–19",0,0
"Malaria",2021,"15–19",0,0
"Hepatitis NOS",2021,"15–19",0,0
"VTEC/STEC infection",2021,"15–19",47,15
"Brucellosis",2021,"15–19",0,0
"Diphtheria",2021,"15–19",0,0
"Invasive pneumococcal disease",2021,"15–19",9,2.9
"Cryptosporidiosis",2021,"15–19",53,16.9
"Typhoid fever",2021,"15–19",0,0
"Taeniasis",2021,"15–19",0,0
"Arboviral diseases",2021,"15–19",1,0.3
"Hydatid disease",2021,"15–19",0,0
"Rheumatic fever",2021,"15–19",7,2.2
"Leprosy",2021,"15–19",1,0.3
"Acute gastroenteritis",2021,"15–19",9,2.9
"Cholera",2021,"15–19",0,0
"Mpox",2021,"15–19",0,0
"Haemophilus influenzae type b",2021,"15–19",0,0
"Giardiasis",2021,"15–19",13,4.1
"Meningococcal disease",2021,"15–19",3,1
"Shigellosis",2021,"20–24",0,0
"Q fever",2021,"20–24",0,0
"Meningoencephalitis - primary amoebic",2021,"20–24",0,0
"Diphtheria",2021,"20–24",0,0
"Rheumatic fever",2021,"20–24",10,3
"Brucellosis",2021,"20–24",0,0
"Rickettsial disease",2021,"20–24",0,0
"Paratyphoid fever",2021,"20–24",0,0
"Cysticercosis",2021,"20–24",0,0
"Tuberculosis disease",2021,"20–24",25,7.5
"Toxic shellfish poisoning",2021,"20–24",0,0
"Salmonellosis",2021,"20–24",40,12.1
"Haemophilus influenzae type b",2021,"20–24",0,0
"Malaria",2021,"20–24",0,0
"Taeniasis",2021,"20–24",1,0.3
"Leprosy",2021,"20–24",1,0.3
"Hepatitis NOS",2021,"20–24",0,0
"Rubella",2021,"20–24",0,0
"VTEC/STEC infection",2021,"20–24",50,15.1
"Pertussis",2021,"20–24",2,0.6
"Typhoid fever",2021,"20–24",1,0.3
"Leptospirosis",2021,"20–24",5,1.5
"Measles",2021,"20–24",0,0
"Yersiniosis",2021,"20–24",72,21.7
"Poliomyelitis",2021,"20–24",0,0
"Arboviral diseases",2021,"20–24",1,0.3
"Mumps",2021,"20–24",0,0
"Hydatid disease",2021,"20–24",0,0
"Mpox",2021,"20–24",0,0
"Acute gastroenteritis",2021,"20–24",14,4.2
"Campylobacteriosis",2021,"20–24",400,120.8
"Legionellosis",2021,"20–24",1,0.3
"Cryptosporidiosis",2021,"20–24",80,24.2
"Listeriosis",2021,"20–24",1,0.3
"Giardiasis",2021,"20–24",29,8.8
"Tetanus",2021,"20–24",0,0
"Rabies and other lyssaviruses",2021,"20–24",0,0
"Trichinosis",2021,"20–24",0,0
"Hepatitis B",2021,"20–24",1,0.3
"Cholera",2021,"20–24",0,0
"Hepatitis A",2021,"20–24",0,0
"Invasive pneumococcal disease",2021,"20–24",5,1.5
"Hepatitis C",2021,"20–24",1,0.3
"Meningococcal disease",2021,"20–24",6,1.8
"Taeniasis",2021,"25–29",0,0
"Hydatid disease",2021,"25–29",0,0
"Shigellosis",2021,"25–29",1,0.3
"VTEC/STEC infection",2021,"25–29",42,11.4
"Poliomyelitis",2021,"25–29",0,0
"Toxic shellfish poisoning",2021,"25–29",0,0
"Tuberculosis disease",2021,"25–29",44,11.9
"Listeriosis",2021,"25–29",1,0.3
"Brucellosis",2021,"25–29",0,0
"Leptospirosis",2021,"25–29",5,1.4
"Rheumatic fever",2021,"25–29",5,1.4
"Mpox",2021,"25–29",0,0
"Salmonellosis",2021,"25–29",33,8.9
"Leprosy",2021,"25–29",0,0
"Rubella",2021,"25–29",0,0
"Legionellosis",2021,"25–29",1,0.3
"Cholera",2021,"25–29",0,0
"Typhoid fever",2021,"25–29",1,0.3
"Tetanus",2021,"25–29",0,0
"Measles",2021,"25–29",0,0
"Haemophilus influenzae type b",2021,"25–29",0,0
"Rabies and other lyssaviruses",2021,"25–29",0,0
"Yersiniosis",2021,"25–29",95,25.7
"Malaria",2021,"25–29",1,0.3
"Hepatitis A",2021,"25–29",0,0
"Rickettsial disease",2021,"25–29",0,0
"Pertussis",2021,"25–29",2,0.5
"Paratyphoid fever",2021,"25–29",0,0
"Q fever",2021,"25–29",0,0
"Hepatitis NOS",2021,"25–29",2,0.5
"Campylobacteriosis",2021,"25–29",383,103.6
"Meningoencephalitis - primary amoebic",2021,"25–29",0,0
"Mumps",2021,"25–29",0,0
"Acute gastroenteritis",2021,"25–29",22,6
"Hepatitis C",2021,"25–29",2,0.5
"Arboviral diseases",2021,"25–29",0,0
"Cysticercosis",2021,"25–29",0,0
"Trichinosis",2021,"25–29",0,0
"Hepatitis B",2021,"25–29",0,0
"Meningococcal disease",2021,"25–29",1,0.3
"Diphtheria",2021,"25–29",0,0
"Invasive pneumococcal disease",2021,"25–29",11,3
"Giardiasis",2021,"25–29",73,19.7
"Cryptosporidiosis",2021,"25–29",72,19.5
"Taeniasis",2021,"30–34",0,0
"Malaria",2021,"30–34",1,0.3
"Toxic shellfish poisoning",2021,"30–34",0,0
"Mpox",2021,"30–34",0,0
"Measles",2021,"30–34",0,0
"Hydatid disease",2021,"30–34",0,0
"Shigellosis",2021,"30–34",0,0
"Hepatitis A",2021,"30–34",1,0.3
"Salmonellosis",2021,"30–34",20,5.2
"Rubella",2021,"30–34",0,0
"Tuberculosis disease",2021,"30–34",47,12.3
"Legionellosis",2021,"30–34",2,0.5
"Hepatitis NOS",2021,"30–34",0,0
"Cholera",2021,"30–34",0,0
"Rheumatic fever",2021,"30–34",1,0.3
"Q fever",2021,"30–34",0,0
"Cysticercosis",2021,"30–34",0,0
"Haemophilus influenzae type b",2021,"30–34",0,0
"VTEC/STEC infection",2021,"30–34",38,9.9
"Mumps",2021,"30–34",0,0
"Trichinosis",2021,"30–34",0,0
"Campylobacteriosis",2021,"30–34",334,87.2
"Leptospirosis",2021,"30–34",10,2.6
"Arboviral diseases",2021,"30–34",3,0.8
"Yersiniosis",2021,"30–34",109,28.5
"Poliomyelitis",2021,"30–34",0,0
"Giardiasis",2021,"30–34",113,29.5
"Hepatitis B",2021,"30–34",0,0
"Tetanus",2021,"30–34",0,0
"Invasive pneumococcal disease",2021,"30–34",21,5.5
"Meningoencephalitis - primary amoebic",2021,"30–34",0,0
"Rabies and other lyssaviruses",2021,"30–34",0,0
"Diphtheria",2021,"30–34",0,0
"Listeriosis",2021,"30–34",0,0
"Paratyphoid fever",2021,"30–34",1,0.3
"Rickettsial disease",2021,"30–34",0,0
"Leprosy",2021,"30–34",0,0
"Brucellosis",2021,"30–34",0,0
"Hepatitis C",2021,"30–34",4,1
"Pertussis",2021,"30–34",1,0.3
"Typhoid fever",2021,"30–34",0,0
"Cryptosporidiosis",2021,"30–34",54,14.1
"Meningococcal disease",2021,"30–34",1,0.3
"Acute gastroenteritis",2021,"30–34",16,4.2
"Hydatid disease",2021,"35–39",0,0
"Tuberculosis disease",2021,"35–39",25,7.3
"VTEC/STEC infection",2021,"35–39",37,10.9
"Invasive pneumococcal disease",2021,"35–39",13,3.8
"Salmonellosis",2021,"35–39",23,6.8
"Malaria",2021,"35–39",0,0
"Rheumatic fever",2021,"35–39",1,0.3
"Hepatitis A",2021,"35–39",0,0
"Legionellosis",2021,"35–39",2,0.6
"Pertussis",2021,"35–39",4,1.2
"Rubella",2021,"35–39",0,0
"Yersiniosis",2021,"35–39",101,29.7
"Cysticercosis",2021,"35–39",0,0
"Measles",2021,"35–39",0,0
"Taeniasis",2021,"35–39",0,0
"Mumps",2021,"35–39",0,0
"Trichinosis",2021,"35–39",0,0
"Campylobacteriosis",2021,"35–39",287,84.3
"Rickettsial disease",2021,"35–39",1,0.3
"Mpox",2021,"35–39",0,0
"Cholera",2021,"35–39",0,0
"Poliomyelitis",2021,"35–39",0,0
"Shigellosis",2021,"35–39",0,0
"Leptospirosis",2021,"35–39",9,2.6
"Q fever",2021,"35–39",0,0
"Cryptosporidiosis",2021,"35–39",41,12
"Paratyphoid fever",2021,"35–39",0,0
"Rabies and other lyssaviruses",2021,"35–39",0,0
"Diphtheria",2021,"35–39",0,0
"Listeriosis",2021,"35–39",2,0.6
"Acute gastroenteritis",2021,"35–39",14,4.1
"Arboviral diseases",2021,"35–39",1,0.3
"Leprosy",2021,"35–39",3,0.9
"Tetanus",2021,"35–39",0,0
"Giardiasis",2021,"35–39",104,30.5
"Meningococcal disease",2021,"35–39",0,0
"Meningoencephalitis - primary amoebic",2021,"35–39",0,0
"Brucellosis",2021,"35–39",0,0
"Typhoid fever",2021,"35–39",0,0
"Hepatitis B",2021,"35–39",0,0
"Hepatitis C",2021,"35–39",8,2.3
"Hepatitis NOS",2021,"35–39",2,0.6
"Haemophilus influenzae type b",2021,"35–39",0,0
"Toxic shellfish poisoning",2021,"35–39",0,0
"VTEC/STEC infection",2021,"40–44",28,9
"Rabies and other lyssaviruses",2021,"40–44",0,0
"Salmonellosis",2021,"40–44",31,9.9
"Mumps",2021,"40–44",0,0
"Hydatid disease",2021,"40–44",0,0
"Rubella",2021,"40–44",0,0
"Taeniasis",2021,"40–44",0,0
"Cysticercosis",2021,"40–44",0,0
"Campylobacteriosis",2021,"40–44",265,84.8
"Invasive pneumococcal disease",2021,"40–44",17,5.4
"Meningoencephalitis - primary amoebic",2021,"40–44",0,0
"Trichinosis",2021,"40–44",0,0
"Yersiniosis",2021,"40–44",71,22.7
"Acute gastroenteritis",2021,"40–44",23,7.4
"Haemophilus influenzae type b",2021,"40–44",0,0
"Cholera",2021,"40–44",0,0
"Tetanus",2021,"40–44",0,0
"Mpox",2021,"40–44",0,0
"Poliomyelitis",2021,"40–44",0,0
"Hepatitis A",2021,"40–44",1,0.3
"Listeriosis",2021,"40–44",2,0.6
"Brucellosis",2021,"40–44",0,0
"Cryptosporidiosis",2021,"40–44",35,11.2
"Paratyphoid fever",2021,"40–44",0,0
"Rheumatic fever",2021,"40–44",0,0
"Hepatitis C",2021,"40–44",1,0.3
"Typhoid fever",2021,"40–44",0,0
"Giardiasis",2021,"40–44",73,23.4
"Rickettsial disease",2021,"40–44",0,0
"Malaria",2021,"40–44",0,0
"Meningococcal disease",2021,"40–44",0,0
"Toxic shellfish poisoning",2021,"40–44",0,0
"Leptospirosis",2021,"40–44",6,1.9
"Q fever",2021,"40–44",0,0
"Pertussis",2021,"40–44",3,1
"Tuberculosis disease",2021,"40–44",32,10.2
"Legionellosis",2021,"40–44",5,1.6
"Diphtheria",2021,"40–44",0,0
"Shigellosis",2021,"40–44",0,0
"Hepatitis B",2021,"40–44",1,0.3
"Hepatitis NOS",2021,"40–44",0,0
"Arboviral diseases",2021,"40–44",1,0.3
"Measles",2021,"40–44",0,0
"Leprosy",2021,"40–44",0,0
"Hepatitis B",2022,"0–4",0,0
"Paratyphoid fever",2022,"0–4",1,0.3
"Poliomyelitis",2022,"0–4",0,0
"Mumps",2022,"0–4",0,0
"Meningoencephalitis - primary amoebic",2022,"0–4",0,0
"Haemophilus influenzae type b",2022,"0–4",0,0
"Campylobacteriosis",2022,"0–4",671,221.4
"Malaria",2022,"0–4",0,0
"Tetanus",2022,"0–4",0,0
"Trichinosis",2022,"0–4",0,0
"Yersiniosis",2022,"0–4",242,79.9
"Measles",2022,"0–4",0,0
"Hepatitis NOS",2022,"0–4",0,0
"Arboviral diseases",2022,"0–4",0,0
"Salmonellosis",2022,"0–4",154,50.8
"Rickettsial disease",2022,"0–4",0,0
"Hepatitis C",2022,"0–4",0,0
"Pertussis",2022,"0–4",2,0.7
"Mpox",2022,"0–4",0,0
"Rheumatic fever",2022,"0–4",0,0
"Typhoid fever",2022,"0–4",2,0.7
"VTEC/STEC infection",2022,"0–4",201,66.3
"Leprosy",2022,"0–4",0,0
"Giardiasis",2022,"0–4",125,41.3
"Listeriosis",2022,"0–4",1,0.3
"Q fever",2022,"0–4",0,0
"Cholera",2022,"0–4",0,0
"Cryptosporidiosis",2022,"0–4",136,44.9
"Shigellosis",2022,"0–4",8,2.6
"Hepatitis A",2022,"0–4",0,0
"Acute gastroenteritis",2022,"0–4",28,9.2
"Rabies and other lyssaviruses",2022,"0–4",0,0
"Tuberculosis disease",2022,"0–4",7,2.3
"Legionellosis",2022,"0–4",0,0
"Invasive pneumococcal disease",2022,"0–4",104,34.3
"Meningococcal disease",2022,"0–4",37,12.2
"Rubella",2022,"0–4",0,0
"Cysticercosis",2022,"0–4",0,0
"Diphtheria",2022,"0–4",0,0
"Brucellosis",2022,"0–4",0,0
"Toxic shellfish poisoning",2022,"0–4",0,0
"Hydatid disease",2022,"0–4",0,0
"Leptospirosis",2022,"0–4",0,0
"Taeniasis",2022,"0–4",0,0
"Rubella",2022,"45–49",0,0
"Poliomyelitis",2022,"45–49",0,0
"Taeniasis",2022,"45–49",0,0
"Paratyphoid fever",2022,"45–49",1,0.3
"Haemophilus influenzae type b",2022,"45–49",0,0
"Invasive pneumococcal disease",2022,"45–49",36,11.4
"Tuberculosis disease",2022,"45–49",14,4.5
"Legionellosis",2022,"45–49",7,2.2
"Trichinosis",2022,"45–49",0,0
"Typhoid fever",2022,"45–49",1,0.3
"Hepatitis B",2022,"45–49",1,0.3
"Measles",2022,"45–49",0,0
"Listeriosis",2022,"45–49",0,0
"Hepatitis NOS",2022,"45–49",0,0
"Shigellosis",2022,"45–49",4,1.3
"Salmonellosis",2022,"45–49",23,7.3
"Leprosy",2022,"45–49",0,0
"Leptospirosis",2022,"45–49",7,2.2
"Hepatitis A",2022,"45–49",1,0.3
"Arboviral diseases",2022,"45–49",2,0.6
"Rheumatic fever",2022,"45–49",1,0.3
"Cryptosporidiosis",2022,"45–49",18,5.7
"Rabies and other lyssaviruses",2022,"45–49",0,0
"Rickettsial disease",2022,"45–49",0,0
"Diphtheria",2022,"45–49",0,0
"Acute gastroenteritis",2022,"45–49",25,7.9
"Cholera",2022,"45–49",0,0
"Hydatid disease",2022,"45–49",0,0
"Brucellosis",2022,"45–49",0,0
"Yersiniosis",2022,"45–49",65,20.7
"Hepatitis C",2022,"45–49",2,0.6
"Tetanus",2022,"45–49",0,0
"Campylobacteriosis",2022,"45–49",288,91.6
"Malaria",2022,"45–49",2,0.6
"Mumps",2022,"45–49",0,0
"VTEC/STEC infection",2022,"45–49",38,12.1
"Giardiasis",2022,"45–49",34,10.8
"Meningoencephalitis - primary amoebic",2022,"45–49",0,0
"Pertussis",2022,"45–49",0,0
"Meningococcal disease",2022,"45–49",0,0
"Q fever",2022,"45–49",0,0
"Cysticercosis",2022,"45–49",0,0
"Toxic shellfish poisoning",2022,"45–49",0,0
"Mpox",2022,"45–49",2,0.6
"Trichinosis",2022,"50–54",0,0
"Hydatid disease",2022,"50–54",2,0.6
"Tuberculosis disease",2022,"50–54",16,4.8
"Invasive pneumococcal disease",2022,"50–54",29,8.7
"Shigellosis",2022,"50–54",5,1.5
"Rabies and other lyssaviruses",2022,"50–54",0,0
"Brucellosis",2022,"50–54",0,0
"Rheumatic fever",2022,"50–54",0,0
"Toxic shellfish poisoning",2022,"50–54",0,0
"Pertussis",2022,"50–54",2,0.6
"Rickettsial disease",2022,"50–54",1,0.3
"Arboviral diseases",2022,"50–54",1,0.3
"Meningococcal disease",2022,"50–54",1,0.3
"Leprosy",2022,"50–54",0,0
"Giardiasis",2022,"50–54",32,9.6
"Listeriosis",2022,"50–54",2,0.6
"Hepatitis C",2022,"50–54",1,0.3
"Mumps",2022,"50–54",0,0
"Malaria",2022,"50–54",2,0.6
"Campylobacteriosis",2022,"50–54",335,100.3
"Diphtheria",2022,"50–54",0,0
"Yersiniosis",2022,"50–54",65,19.5
"Cholera",2022,"50–54",0,0
"Taeniasis",2022,"50–54",0,0
"Legionellosis",2022,"50–54",15,4.5
"Tetanus",2022,"50–54",0,0
"Measles",2022,"50–54",0,0
"Hepatitis A",2022,"50–54",2,0.6
"Paratyphoid fever",2022,"50–54",0,0
"Q fever",2022,"50–54",0,0
"Haemophilus influenzae type b",2022,"50–54",0,0
"Acute gastroenteritis",2022,"50–54",25,7.5
"VTEC/STEC infection",2022,"50–54",45,13.5
"Salmonellosis",2022,"50–54",47,14.1
"Poliomyelitis",2022,"50–54",0,0
"Hepatitis NOS",2022,"50–54",0,0
"Hepatitis B",2022,"50–54",1,0.3
"Rubella",2022,"50–54",0,0
"Meningoencephalitis - primary amoebic",2022,"50–54",0,0
"Cysticercosis",2022,"50–54",0,0
"Cryptosporidiosis",2022,"50–54",9,2.7
"Mpox",2022,"50–54",1,0.3
"Leptospirosis",2022,"50–54",8,2.4
"Typhoid fever",2022,"50–54",1,0.3
"Trichinosis",2022,"55–59",0,0
"Campylobacteriosis",2022,"55–59",364,113.9
"Mumps",2022,"55–59",0,0
"Meningococcal disease",2022,"55–59",3,0.9
