"Disease","Report Year","DHBName","Sex Group","Case Count","Case rate per 100,000"
"Mpox",2020,"Waikato","Female",0,0
"Haemophilus influenzae type b",2020,"Waikato","Female",0,0
"Acute gastroenteritis",2020,"Waikato","Female",17,7.6
"Rickettsial disease",2020,"Waikato","Female",1,0.4
"Cryptosporidiosis",2020,"Waikato","Female",59,26.5
"Shigellosis",2020,"Waikato","Female",0,0
"Hydatid disease",2020,"Waikato","Female",0,0
"Measles",2020,"Waikato","Female",0,0
"Malaria",2020,"Waikato","Female",0,0
"Campylobacteriosis",2020,"Waikato","Female",260,116.9
"Hepatitis NOS",2020,"Waikato","Female",0,0
"Giardiasis",2020,"Waikato","Female",80,36
"Cysticercosis",2020,"Waikato","Female",0,0
"Hepatitis B",2020,"Waikato","Female",0,0
"Invasive pneumococcal disease",2020,"Waikato","Female",20,9
"Meningoencephalitis - primary amoebic",2020,"Waikato","Female",0,0
"Poliomyelitis",2020,"Waikato","Female",0,0
"Tuberculosis disease",2020,"Waikato","Female",13,5.8
"Legionellosis",2020,"Waikato","Female",2,0.9
"Paratyphoid fever",2020,"Waikato","Female",0,0
"Meningococcal disease",2020,"Waikato","Female",2,0.9
"Rabies and other lyssaviruses",2020,"Waikato","Female",0,0
"Mumps",2020,"Waikato","Female",1,0.4
"Diphtheria",2020,"Waikato","Female",0,0
"Typhoid fever",2020,"Waikato","Female",0,0
"Brucellosis",2020,"Waikato","Female",0,0
"Rheumatic fever",2020,"Waikato","Female",6,2.7
"Toxic shellfish poisoning",2020,"Waikato","Female",0,0
"Salmonellosis",2020,"Waikato","Female",33,14.8
"Cholera",2020,"Waikato","Female",0,0
"Taeniasis",2020,"Waikato","Female",0,0
"Listeriosis",2020,"Waikato","Female",1,0.4
"Rubella",2020,"Waikato","Female",0,0
"Leptospirosis",2020,"Waikato","Female",7,3.1
"Arboviral diseases",2020,"Waikato","Female",1,0.4
"Hepatitis C",2020,"Waikato","Female",0,0
"Pertussis",2020,"Waikato","Female",3,1.3
"Q fever",2020,"Waikato","Female",0,0
"Leprosy",2020,"Waikato","Female",0,0
"Hepatitis A",2020,"Waikato","Female",1,0.4
"VTEC/STEC infection",2020,"Waikato","Female",46,20.7
"Cryptosporidiosis",2020,"Lakes","Male",3,5.1
"Meningoencephalitis - primary amoebic",2020,"Lakes","Male",0,0
"Acute gastroenteritis",2020,"Lakes","Male",10,17.1
"Measles",2020,"Lakes","Male",0,0
"Rickettsial disease",2020,"Lakes","Male",0,0
"Malaria",2020,"Lakes","Male",1,1.7
"Hepatitis B",2020,"Lakes","Male",0,0
"Cysticercosis",2020,"Lakes","Male",0,0
"Rheumatic fever",2020,"Lakes","Male",5,8.6
"VTEC/STEC infection",2020,"Lakes","Male",15,25.7
"Shigellosis",2020,"Lakes","Male",0,0
"Leprosy",2020,"Lakes","Male",0,0
"Brucellosis",2020,"Lakes","Male",0,0
"Rubella",2020,"Lakes","Male",0,0
"Invasive pneumococcal disease",2020,"Lakes","Male",7,12
"Giardiasis",2020,"Lakes","Male",19,32.6
"Mumps",2020,"Lakes","Male",1,1.7
"Tuberculosis disease",2020,"Lakes","Male",0,0
"Legionellosis",2020,"Lakes","Male",2,3.4
"Paratyphoid fever",2020,"Lakes","Male",0,0
"Poliomyelitis",2020,"Lakes","Male",0,0
"Rabies and other lyssaviruses",2020,"Lakes","Male",0,0
"Toxic shellfish poisoning",2020,"Lakes","Male",0,0
"Diphtheria",2020,"Lakes","Male",0,0
"Tetanus",2020,"Lakes","Male",0,0
"Hepatitis C",2020,"Lakes","Male",0,0
"Q fever",2020,"Lakes","Male",0,0
"Typhoid fever",2020,"Lakes","Male",1,1.7
"Salmonellosis",2020,"Lakes","Male",7,12
"Cholera",2020,"Lakes","Male",0,0
"Haemophilus influenzae type b",2020,"Lakes","Male",0,0
"Hepatitis NOS",2020,"Lakes","Male",0,0
"Campylobacteriosis",2020,"Lakes","Male",74,126.9
"Arboviral diseases",2020,"Lakes","Male",0,0
"Pertussis",2020,"Lakes","Male",1,1.7
"Listeriosis",2020,"Lakes","Male",0,0
"Yersiniosis",2020,"Lakes","Male",14,24
"Leptospirosis",2020,"Lakes","Male",3,5.1
"Hepatitis A",2020,"Lakes","Male",0,0
"Taeniasis",2020,"Lakes","Male",0,0
"Mpox",2020,"Lakes","Male",0,0
"Trichinosis",2020,"Lakes","Male",0,0
"Hydatid disease",2020,"Lakes","Male",0,0
"Meningococcal disease",2020,"Lakes","Male",1,1.7
"Rickettsial disease",2020,"Lakes","Female",0,0
"Hepatitis B",2020,"Lakes","Female",1,1.7
"Meningoencephalitis - primary amoebic",2020,"Lakes","Female",0,0
"Brucellosis",2020,"Lakes","Female",0,0
"Acute gastroenteritis",2020,"Lakes","Female",12,20.2
"Diphtheria",2020,"Lakes","Female",0,0
"Trichinosis",2020,"Lakes","Female",0,0
"Cryptosporidiosis",2020,"Lakes","Female",11,18.6
"Hepatitis NOS",2020,"Lakes","Female",0,0
"VTEC/STEC infection",2020,"Lakes","Female",9,15.2
"Rheumatic fever",2020,"Lakes","Female",0,0
"Giardiasis",2020,"Lakes","Female",22,37.1
"Measles",2020,"Lakes","Female",0,0
"Listeriosis",2020,"Lakes","Female",0,0
"Tuberculosis disease",2020,"Lakes","Female",3,5.1
"Haemophilus influenzae type b",2020,"Lakes","Female",0,0
"Invasive pneumococcal disease",2020,"Lakes","Female",7,11.8
"Poliomyelitis",2020,"Lakes","Female",0,0
"Paratyphoid fever",2020,"Lakes","Female",0,0
"Rabies and other lyssaviruses",2020,"Lakes","Female",0,0
"Toxic shellfish poisoning",2020,"Lakes","Female",0,0
"Mumps",2020,"Lakes","Female",1,1.7
"Hepatitis C",2020,"Lakes","Female",0,0
"Q fever",2020,"Lakes","Female",0,0
"Rubella",2020,"Lakes","Female",0,0
"Tetanus",2020,"Lakes","Female",0,0
"Leprosy",2020,"Lakes","Female",0,0
"Salmonellosis",2020,"Lakes","Female",14,23.6
"Legionellosis",2020,"Lakes","Female",2,3.4
"Campylobacteriosis",2020,"Lakes","Female",62,104.6
"Pertussis",2020,"Lakes","Female",0,0
"Yersiniosis",2020,"Lakes","Female",21,35.4
"Leptospirosis",2020,"Lakes","Female",0,0
"Typhoid fever",2020,"Lakes","Female",1,1.7
"Meningococcal disease",2020,"Lakes","Female",2,3.4
"Hydatid disease",2020,"Lakes","Female",0,0
"Cysticercosis",2020,"Lakes","Female",0,0
"Mpox",2020,"Lakes","Female",0,0
"Malaria",2020,"Lakes","Female",0,0
"Taeniasis",2020,"Lakes","Female",0,0
"Cholera",2020,"Lakes","Female",0,0
"Hepatitis A",2020,"Lakes","Female",0,0
"Arboviral diseases",2020,"Lakes","Female",0,0
"Shigellosis",2020,"Lakes","Female",0,0
"Hepatitis B",2020,"Tairawhiti","Male",1,3.9
"Brucellosis",2020,"Tairawhiti","Male",0,0
"Rubella",2020,"Tairawhiti","Male",0,0
"Trichinosis",2020,"Tairawhiti","Male",0,0
"Malaria",2020,"Tairawhiti","Male",0,0
"Giardiasis",2020,"Tairawhiti","Male",15,58.6
"VTEC/STEC infection",2020,"Tairawhiti","Male",0,0
"Campylobacteriosis",2020,"Tairawhiti","Male",40,156.3
"Rheumatic fever",2020,"Tairawhiti","Male",1,3.9
"Hepatitis NOS",2020,"Tairawhiti","Male",0,0
"Q fever",2020,"Tairawhiti","Male",0,0
"Measles",2020,"Tairawhiti","Male",0,0
"Diphtheria",2020,"Tairawhiti","Male",0,0
"Mumps",2020,"Tairawhiti","Male",0,0
"Cholera",2020,"Tairawhiti","Male",0,0
"Paratyphoid fever",2020,"Tairawhiti","Male",0,0
"Rabies and other lyssaviruses",2020,"Tairawhiti","Male",0,0
"Haemophilus influenzae type b",2020,"Tairawhiti","Male",0,0
"Pertussis",2020,"Tairawhiti","Male",0,0
"Arboviral diseases",2020,"Tairawhiti","Male",0,0
"Cysticercosis",2020,"Tairawhiti","Male",0,0
"Rickettsial disease",2020,"Tairawhiti","Male",0,0
"Leprosy",2020,"Tairawhiti","Male",0,0
"Invasive pneumococcal disease",2020,"Tairawhiti","Male",2,7.8
"Legionellosis",2020,"Tairawhiti","Male",0,0
"Typhoid fever",2020,"Tairawhiti","Male",0,0
"Acute gastroenteritis",2020,"Tairawhiti","Male",0,0
"Poliomyelitis",2020,"Tairawhiti","Male",0,0
"Meningoencephalitis - primary amoebic",2020,"Tairawhiti","Male",0,0
"Yersiniosis",2020,"Tairawhiti","Male",5,19.5
"Mpox",2020,"Tairawhiti","Male",0,0
"Cryptosporidiosis",2020,"Tairawhiti","Male",5,19.5
"Hydatid disease",2020,"Tairawhiti","Male",0,0
"Tetanus",2020,"Tairawhiti","Male",0,0
"Hepatitis C",2020,"Tairawhiti","Male",0,0
"Listeriosis",2020,"Tairawhiti","Male",0,0
"Tuberculosis disease",2020,"Tairawhiti","Male",2,7.8
"Salmonellosis",2020,"Tairawhiti","Male",5,19.5
"Taeniasis",2020,"Tairawhiti","Male",0,0
"Toxic shellfish poisoning",2020,"Tairawhiti","Male",0,0
"Leptospirosis",2020,"Tairawhiti","Male",2,7.8
"Shigellosis",2020,"Tairawhiti","Male",0,0
"Hepatitis A",2020,"Tairawhiti","Male",0,0
"Meningococcal disease",2020,"Tairawhiti","Male",0,0
"Cholera",2020,"Tairawhiti","Female",0,0
"Diphtheria",2020,"Tairawhiti","Female",0,0
"Mumps",2020,"Tairawhiti","Female",1,3.9
"Measles",2020,"Tairawhiti","Female",0,0
"Hepatitis NOS",2020,"Tairawhiti","Female",0,0
"Listeriosis",2020,"Tairawhiti","Female",0,0
"VTEC/STEC infection",2020,"Tairawhiti","Female",1,3.9
"Brucellosis",2020,"Tairawhiti","Female",0,0
"Rickettsial disease",2020,"Tairawhiti","Female",0,0
"Haemophilus influenzae type b",2020,"Tairawhiti","Female",0,0
"Malaria",2020,"Tairawhiti","Female",0,0
"Invasive pneumococcal disease",2020,"Tairawhiti","Female",4,15.5
"Tuberculosis disease",2020,"Tairawhiti","Female",1,3.9
"Acute gastroenteritis",2020,"Tairawhiti","Female",5,19.4
"Yersiniosis",2020,"Tairawhiti","Female",2,7.8
"Pertussis",2020,"Tairawhiti","Female",0,0
"Rubella",2020,"Tairawhiti","Female",0,0
"Q fever",2020,"Tairawhiti","Female",0,0
"Campylobacteriosis",2020,"Tairawhiti","Female",23,89.3
"Hepatitis B",2020,"Tairawhiti","Female",0,0
"Leprosy",2020,"Tairawhiti","Female",0,0
"Typhoid fever",2020,"Tairawhiti","Female",0,0
"Salmonellosis",2020,"Tairawhiti","Female",3,11.6
"Toxic shellfish poisoning",2020,"Tairawhiti","Female",0,0
"Poliomyelitis",2020,"Tairawhiti","Female",0,0
"Trichinosis",2020,"Tairawhiti","Female",0,0
"Rabies and other lyssaviruses",2020,"Tairawhiti","Female",0,0
"Hepatitis C",2020,"Tairawhiti","Female",1,3.9
"Hydatid disease",2020,"Tairawhiti","Female",0,0
"Arboviral diseases",2020,"Tairawhiti","Female",0,0
"Mpox",2020,"Tairawhiti","Female",0,0
"Meningoencephalitis - primary amoebic",2020,"Tairawhiti","Female",0,0
"Cysticercosis",2020,"Tairawhiti","Female",0,0
"Giardiasis",2020,"Tairawhiti","Female",12,46.6
"Paratyphoid fever",2020,"Tairawhiti","Female",0,0
"Hepatitis A",2020,"Tairawhiti","Female",0,0
"Leptospirosis",2020,"Tairawhiti","Female",0,0
"Tetanus",2020,"Tairawhiti","Female",0,0
"Meningococcal disease",2020,"Tairawhiti","Female",0,0
"Rheumatic fever",2020,"Tairawhiti","Female",1,3.9
"Cryptosporidiosis",2020,"Tairawhiti","Female",2,7.8
"Taeniasis",2020,"Tairawhiti","Female",0,0
"Legionellosis",2020,"Tairawhiti","Female",0,0
"Shigellosis",2020,"Tairawhiti","Female",0,0
"Cholera",2020,"Taranaki","Male",0,0
"Tuberculosis disease",2020,"Taranaki","Male",1,1.6
"Paratyphoid fever",2020,"Taranaki","Male",0,0
"Invasive pneumococcal disease",2020,"Taranaki","Male",6,9.6
"Measles",2020,"Taranaki","Male",1,1.6
"Salmonellosis",2020,"Taranaki","Male",17,27.2
"Rheumatic fever",2020,"Taranaki","Male",0,0
"Leprosy",2020,"Taranaki","Male",0,0
"Haemophilus influenzae type b",2020,"Taranaki","Male",0,0
"Yersiniosis",2020,"Taranaki","Male",15,24
"Acute gastroenteritis",2020,"Taranaki","Male",1,1.6
"Mumps",2020,"Taranaki","Male",1,1.6
"Taeniasis",2020,"Taranaki","Male",0,0
"Rickettsial disease",2020,"Taranaki","Male",0,0
"Listeriosis",2020,"Taranaki","Male",0,0
"Hydatid disease",2020,"Taranaki","Male",0,0
"Hepatitis B",2020,"Taranaki","Male",0,0
"Giardiasis",2020,"Taranaki","Male",19,30.4
"Pertussis",2020,"Taranaki","Male",3,4.8
"Toxic shellfish poisoning",2020,"Taranaki","Male",0,0
"Brucellosis",2020,"Taranaki","Male",0,0
"VTEC/STEC infection",2020,"Taranaki","Male",21,33.6
"Q fever",2020,"Taranaki","Male",0,0
"Campylobacteriosis",2020,"Taranaki","Male",129,206.1
"Leptospirosis",2020,"Taranaki","Male",2,3.2
"Rubella",2020,"Taranaki","Male",0,0
"Typhoid fever",2020,"Taranaki","Male",0,0
"Trichinosis",2020,"Taranaki","Male",0,0
"Cysticercosis",2020,"Taranaki","Male",0,0
"Tetanus",2020,"Taranaki","Male",0,0
"Poliomyelitis",2020,"Taranaki","Male",0,0
"Hepatitis A",2020,"Taranaki","Male",0,0
"Meningoencephalitis - primary amoebic",2020,"Taranaki","Male",0,0
"Diphtheria",2020,"Taranaki","Male",0,0
"Meningococcal disease",2020,"Taranaki","Male",0,0
"Mpox",2020,"Taranaki","Male",0,0
"Shigellosis",2020,"Taranaki","Male",2,3.2
"Legionellosis",2020,"Taranaki","Male",0,0
"Hepatitis C",2020,"Taranaki","Male",0,0
"Malaria",2020,"Taranaki","Male",0,0
"Rabies and other lyssaviruses",2020,"Taranaki","Male",0,0
"Arboviral diseases",2020,"Taranaki","Male",0,0
"Cryptosporidiosis",2020,"Taranaki","Male",24,38.3
"Hepatitis NOS",2020,"Taranaki","Male",0,0
"Salmonellosis",2020,"Taranaki","Female",13,20.7
"Mpox",2020,"Taranaki","Female",0,0
"Invasive pneumococcal disease",2020,"Taranaki","Female",5,8
"Leprosy",2020,"Taranaki","Female",0,0
"Typhoid fever",2020,"Taranaki","Female",0,0
"VTEC/STEC infection",2020,"Taranaki","Female",24,38.2
"Measles",2020,"Taranaki","Female",0,0
"Giardiasis",2020,"Taranaki","Female",14,22.3
"Poliomyelitis",2020,"Taranaki","Female",0,0
"Toxic shellfish poisoning",2020,"Taranaki","Female",0,0
"Mumps",2020,"Taranaki","Female",3,4.8
"Rickettsial disease",2020,"Taranaki","Female",0,0
"Hepatitis B",2020,"Taranaki","Female",0,0
"Q fever",2020,"Taranaki","Female",0,0
"Tuberculosis disease",2020,"Taranaki","Female",1,1.6
"Trichinosis",2020,"Taranaki","Female",0,0
"Listeriosis",2020,"Taranaki","Female",0,0
"Brucellosis",2020,"Taranaki","Female",0,0
"Rabies and other lyssaviruses",2020,"Taranaki","Female",0,0
"Hydatid disease",2020,"Taranaki","Female",0,0
"Yersiniosis",2020,"Taranaki","Female",28,44.6
"Hepatitis NOS",2020,"Taranaki","Female",0,0
"Hepatitis C",2020,"Taranaki","Female",0,0
"Rheumatic fever",2020,"Taranaki","Female",0,0
"Campylobacteriosis",2020,"Taranaki","Female",66,105.1
"Cysticercosis",2020,"Taranaki","Female",0,0
"Cholera",2020,"Taranaki","Female",0,0
"Diphtheria",2020,"Taranaki","Female",0,0
"Malaria",2020,"Taranaki","Female",0,0
"Taeniasis",2020,"Taranaki","Female",0,0
"Paratyphoid fever",2020,"Taranaki","Female",0,0
"Legionellosis",2020,"Taranaki","Female",0,0
"Meningococcal disease",2020,"Taranaki","Female",1,1.6
"Acute gastroenteritis",2020,"Taranaki","Female",0,0
"Tetanus",2020,"Taranaki","Female",0,0
"Pertussis",2020,"Taranaki","Female",3,4.8
"Rubella",2020,"Taranaki","Female",0,0
"Arboviral diseases",2020,"Taranaki","Female",0,0
"Haemophilus influenzae type b",2020,"Taranaki","Female",0,0
"Leptospirosis",2020,"Taranaki","Female",0,0
"Cryptosporidiosis",2020,"Taranaki","Female",12,19.1
"Shigellosis",2020,"Taranaki","Female",0,0
"Meningoencephalitis - primary amoebic",2020,"Taranaki","Female",0,0
"Hepatitis A",2020,"Taranaki","Female",0,0
"Giardiasis",2020,"Hawke's Bay","Male",35,39.3
"Typhoid fever",2020,"Hawke's Bay","Male",0,0
"Campylobacteriosis",2020,"Hawke's Bay","Male",127,142.4
"Rickettsial disease",2020,"Hawke's Bay","Male",0,0
"Q fever",2020,"Hawke's Bay","Male",0,0
"Rheumatic fever",2020,"Hawke's Bay","Male",5,5.6
"Hepatitis B",2020,"Hawke's Bay","Male",2,2.2
"Hepatitis NOS",2020,"Hawke's Bay","Male",0,0
"VTEC/STEC infection",2020,"Hawke's Bay","Male",20,22.4
"Hepatitis C",2020,"Hawke's Bay","Male",1,1.1
"Meningococcal disease",2020,"Hawke's Bay","Male",1,1.1
"Cysticercosis",2020,"Hawke's Bay","Male",0,0
"Mumps",2020,"Hawke's Bay","Male",0,0
"Brucellosis",2020,"Hawke's Bay","Male",0,0
"Rubella",2020,"Hawke's Bay","Male",0,0
"Tuberculosis disease",2020,"Hawke's Bay","Male",2,2.2
"Invasive pneumococcal disease",2020,"Hawke's Bay","Male",10,11.2
"Malaria",2020,"Hawke's Bay","Male",1,1.1
"Paratyphoid fever",2020,"Hawke's Bay","Male",0,0
"Mpox",2020,"Hawke's Bay","Male",0,0
"Trichinosis",2020,"Hawke's Bay","Male",0,0
"Arboviral diseases",2020,"Hawke's Bay","Male",3,3.4
"Tetanus",2020,"Hawke's Bay","Male",0,0
"Cholera",2020,"Hawke's Bay","Male",0,0
"Diphtheria",2020,"Hawke's Bay","Male",0,0
"Salmonellosis",2020,"Hawke's Bay","Male",17,19.1
"Taeniasis",2020,"Hawke's Bay","Male",0,0
"Measles",2020,"Hawke's Bay","Male",0,0
"Shigellosis",2020,"Hawke's Bay","Male",0,0
"Meningoencephalitis - primary amoebic",2020,"Hawke's Bay","Male",0,0
"Acute gastroenteritis",2020,"Hawke's Bay","Male",2,2.2
"Hepatitis A",2020,"Hawke's Bay","Male",1,1.1
"Listeriosis",2020,"Hawke's Bay","Male",0,0
"Hydatid disease",2020,"Hawke's Bay","Male",0,0
"Cryptosporidiosis",2020,"Hawke's Bay","Male",12,13.5
"Haemophilus influenzae type b",2020,"Hawke's Bay","Male",0,0
"Pertussis",2020,"Hawke's Bay","Male",5,5.6
"Leprosy",2020,"Hawke's Bay","Male",0,0
"Toxic shellfish poisoning",2020,"Hawke's Bay","Male",0,0
"Poliomyelitis",2020,"Hawke's Bay","Male",0,0
"Rabies and other lyssaviruses",2020,"Hawke's Bay","Male",0,0
"Legionellosis",2020,"Hawke's Bay","Male",4,4.5
"Yersiniosis",2020,"Hawke's Bay","Male",18,20.2
"Leptospirosis",2020,"Hawke's Bay","Male",4,4.5
"Mpox",2020,"Hawke's Bay","Female",0,0
"Q fever",2020,"Hawke's Bay","Female",0,0
"Diphtheria",2020,"Hawke's Bay","Female",0,0
"Rickettsial disease",2020,"Hawke's Bay","Female",0,0
"Cysticercosis",2020,"Hawke's Bay","Female",0,0
"Hepatitis C",2020,"Hawke's Bay","Female",1,1.1
"Hepatitis A",2020,"Hawke's Bay","Female",0,0
"Hydatid disease",2020,"Hawke's Bay","Female",0,0
"Malaria",2020,"Hawke's Bay","Female",0,0
"Tetanus",2020,"Hawke's Bay","Female",0,0
"Rheumatic fever",2020,"Hawke's Bay","Female",2,2.2
"Rubella",2020,"Hawke's Bay","Female",0,0
"Giardiasis",2020,"Hawke's Bay","Female",32,35.3
"Brucellosis",2020,"Hawke's Bay","Female",0,0
"Paratyphoid fever",2020,"Hawke's Bay","Female",0,0
"Trichinosis",2020,"Hawke's Bay","Female",0,0
"Invasive pneumococcal disease",2020,"Hawke's Bay","Female",6,6.6
"Meningoencephalitis - primary amoebic",2020,"Hawke's Bay","Female",0,0
"Arboviral diseases",2020,"Hawke's Bay","Female",1,1.1
"Pertussis",2020,"Hawke's Bay","Female",3,3.3
"Leptospirosis",2020,"Hawke's Bay","Female",3,3.3
"Campylobacteriosis",2020,"Hawke's Bay","Female",105,115.7
"Meningococcal disease",2020,"Hawke's Bay","Female",0,0
"Hepatitis B",2020,"Hawke's Bay","Female",0,0
"Cholera",2020,"Hawke's Bay","Female",0,0
"Tuberculosis disease",2020,"Hawke's Bay","Female",4,4.4
"Taeniasis",2020,"Hawke's Bay","Female",0,0
"Acute gastroenteritis",2020,"Hawke's Bay","Female",0,0
"Legionellosis",2020,"Hawke's Bay","Female",0,0
"Toxic shellfish poisoning",2020,"Hawke's Bay","Female",0,0
"Mumps",2020,"Hawke's Bay","Female",1,1.1
"Cryptosporidiosis",2020,"Hawke's Bay","Female",11,12.1
"VTEC/STEC infection",2020,"Hawke's Bay","Female",20,22
"Salmonellosis",2020,"Hawke's Bay","Female",6,6.6
"Leprosy",2020,"Hawke's Bay","Female",0,0
"Rabies and other lyssaviruses",2020,"Hawke's Bay","Female",0,0
"Haemophilus influenzae type b",2020,"Hawke's Bay","Female",0,0
"Poliomyelitis",2020,"Hawke's Bay","Female",0,0
"Hepatitis NOS",2020,"Hawke's Bay","Female",0,0
"Typhoid fever",2020,"Hawke's Bay","Female",0,0
"Measles",2020,"Hawke's Bay","Female",0,0
"Shigellosis",2020,"Hawke's Bay","Female",0,0
"Listeriosis",2020,"Hawke's Bay","Female",0,0
"Yersiniosis",2020,"Hawke's Bay","Female",32,35.3
"Q fever",2020,"Whanganui","Male",0,0
"Tetanus",2020,"Whanganui","Male",0,0
"Hepatitis A",2020,"Whanganui","Male",0,0
"Invasive pneumococcal disease",2020,"Whanganui","Male",2,5.9
"Arboviral diseases",2020,"Whanganui","Male",1,3
"Measles",2020,"Whanganui","Male",0,0
"Pertussis",2020,"Whanganui","Male",2,5.9
"Leptospirosis",2020,"Whanganui","Male",1,3
"Rheumatic fever",2020,"Whanganui","Male",0,0
"Mumps",2020,"Whanganui","Male",1,3
"Poliomyelitis",2020,"Whanganui","Male",0,0
"Salmonellosis",2020,"Whanganui","Male",7,20.8
"Acute gastroenteritis",2020,"Whanganui","Male",4,11.9
"Giardiasis",2020,"Whanganui","Male",5,14.8
"Cryptosporidiosis",2020,"Whanganui","Male",3,8.9
"Meningoencephalitis - primary amoebic",2020,"Whanganui","Male",0,0
"Yersiniosis",2020,"Whanganui","Male",7,20.8
"Shigellosis",2020,"Whanganui","Male",0,0
"Hydatid disease",2020,"Whanganui","Male",0,0
"VTEC/STEC infection",2020,"Whanganui","Male",2,5.9
"Rickettsial disease",2020,"Whanganui","Male",0,0
